Tag	dynamicColors	mergedColors
PFDN6	magenta	darkgreen
PFKFB2	lightcyan	darkgreen
PFKFB3	turquoise	darkgreen
PFKFB4	purple	darkgreen
PFKL	turquoise	darkgreen
PFKM	black	darkgreen
PFKP	grey	grey
PFN1	grey	grey
PFN2	grey	grey
PFN4	grey	grey
PGA5	grey	grey
PGAM1	floralwhite	darkgreen
PGAM5	black	darkgreen
PGAP1	steelblue	darkgreen
PGAP2	darkorange2	darkgreen
PGAP3	darkturquoise	darkgreen
PGBD1	magenta	darkgreen
PGBD2	lightcyan	darkgreen
PGBD5	grey	grey
PGD	pink	darkgreen
PGF	blue	blue
PGGHG	grey	grey
PGGT1B	saddlebrown	darkgreen
PGK1	salmon	darkgreen
PGLS	salmon4	salmon4
PGM1	brown	brown
PGM2	royalblue	darkgreen
PGM2L1	grey	grey
PGM3	maroon	darkgreen
PGM5	grey	grey
PGP	lightsteelblue1	lightsteelblue1
PGPEP1	salmon4	salmon4
PGR	grey	grey
PGRMC1	salmon	darkgreen
PGRMC2	darkgreen	darkgreen
PGS1	mediumpurple3	bisque4
PHACTR1	grey	grey
PHACTR2	lightcyan1	darkgreen
PHACTR4	pink	darkgreen
PHAX	saddlebrown	darkgreen
PHB	bisque4	bisque4
PHB2	brown4	brown4
PHC1	brown4	brown4
PHC2	pink	darkgreen
PHC3	lightpink4	darkgreen
PHETA1	black	darkgreen
PHETA2	blue	blue
PHF1	magenta	darkgreen
PHF10	lightcyan1	darkgreen
PHF11	brown	brown
PHF12	turquoise	darkgreen
PHF13	pink	darkgreen
PHF14	thistle1	darkgreen
PHF19	lightgreen	darkgreen
PHF2	midnightblue	darkgreen
PHF20	orange	darkgreen
PHF20L1	plum2	plum2
PHF21A	turquoise	darkgreen
PHF23	lightyellow	darkgreen
PHF3	maroon	darkgreen
PHF5A	yellow	yellow
PHF6	salmon	darkgreen
PHF7	purple	darkgreen
PHF8	salmon	darkgreen
PHGDH	grey	grey
PHIP	maroon	darkgreen
PHKA1	salmon	darkgreen
PHKA2	salmon	darkgreen
PHKB	tan	darkgreen
PHKG1	red	red
PHKG2	skyblue3	darkgreen
PHLDA1	blue	blue
PHLDA2	grey	grey
PHLDA3	grey	grey
PHLDB1	lightsteelblue1	lightsteelblue1
PHLDB2	blue	blue
PHLDB3	paleturquoise	paleturquoise
PHLPP1	honeydew1	darkgreen
PHLPP2	tan	darkgreen
PHOSPHO1	grey	grey
PHOSPHO2	grey	grey
PHOX2A	grey	grey
PHPT1	grey	grey
PHRF1	darkorange2	darkgreen
PHTF1	turquoise	darkgreen
PHTF2	turquoise	darkgreen
PHYH	grey	grey
PHYHD1	grey	grey
PHYHIPL	grey	grey
PHYKPL	red	red
PI15	blue	blue
PI3	grey	grey
PI4K2A	floralwhite	darkgreen
PI4K2B	royalblue	darkgreen
PI4KA	grey60	darkgreen
PI4KB	turquoise	darkgreen
PIANP	grey	grey
PIAS1	darkred	darkgreen
PIAS2	honeydew1	darkgreen
PIAS3	turquoise	darkgreen
PIAS4	orangered4	orangered4
PIBF1	skyblue	darkgreen
PICALM	yellowgreen	darkgreen
PICK1	grey60	darkgreen
PID1	blue	blue
PIDD1	darkorange2	darkgreen
PIEZO1	brown	brown
PIEZO2	blue	blue
PIF1	yellow	yellow
PIFO	green	green
PIGA	salmon	darkgreen
PIGB	ivory	darkgreen
PIGBOS1	grey	grey
PIGC	lightcyan	darkgreen
PIGF	cyan	darkgreen
PIGG	royalblue	darkgreen
PIGH	greenyellow	darkgreen
PIGK	sienna3	darkgreen
PIGL	red	red
PIGM	lightcyan	darkgreen
PIGN	honeydew1	darkgreen
PIGO	darkslateblue	darkslateblue
PIGP	grey	grey
PIGQ	lightsteelblue1	lightsteelblue1
PIGR	grey	grey
PIGS	darkturquoise	darkgreen
PIGT	orange	darkgreen
PIGU	orange	darkgreen
PIGV	pink	darkgreen
PIGW	darkturquoise	darkgreen
PIGX	lightpink4	darkgreen
PIGZ	grey	grey
PIH1D1	paleturquoise	paleturquoise
PIH1D2	green	green
PIK3AP1	brown	brown
PIK3C2A	darkorange2	darkgreen
PIK3C2B	turquoise	darkgreen
PIK3C3	honeydew1	darkgreen
PIK3CA	lightpink4	darkgreen
PIK3CB	sienna3	darkgreen
PIK3CD	brown	brown
PIK3CG	brown	brown
PIK3IP1	brown	brown
PIK3R1	turquoise	darkgreen
PIK3R2	grey	grey
PIK3R3	grey	grey
PIK3R4	sienna3	darkgreen
PIK3R5	brown	brown
PIK3R6	brown	brown
PIKFYVE	steelblue	darkgreen
PILRA	brown	brown
PILRB	red	red
PIM1	blue	blue
PIM2	violet	brown
PIM3	grey60	darkgreen
PIMREG	yellow	yellow
PIN1	thistle2	salmon4
PIN4	grey	grey
PINK1	pink	darkgreen
PINLYP	grey	grey
PINX1	palevioletred3	palevioletred3
PIP4K2A	brown	brown
PIP4K2B	darkturquoise	darkgreen
PIP4K2C	turquoise	darkgreen
PIP4P1	turquoise	darkgreen
PIP4P2	grey	grey
PIP5K1A	turquoise	darkgreen
PIP5K1B	grey	grey
PIP5K1C	orangered4	orangered4
PIP5KL1	grey	grey
PIPOX	grey	grey
PIR	grey	grey
PISD	grey60	darkgreen
PITHD1	pink	darkgreen
PITPNA	lightyellow	darkgreen
PITPNB	grey60	darkgreen
PITPNC1	grey	grey
PITPNM1	darkolivegreen	darkgreen
PITPNM2	black	darkgreen
PITPNM3	lightyellow	darkgreen
PITRM1	grey	grey
PITX1	grey	grey
PIWIL1	grey	grey
PIWIL4	grey	grey
PJA1	salmon	darkgreen
PJA2	saddlebrown	darkgreen
PJVK	red	red
PKD1	lightsteelblue1	lightsteelblue1
PKD2	blue	blue
PKDCC	grey	grey
PKHD1L1	grey	grey
PKIA	grey	grey
PKIB	brown	brown
PKIG	orange	darkgreen
PKM	grey	grey
PKMYT1	yellow	yellow
PKN1	salmon4	salmon4
PKN2	turquoise	darkgreen
PKN3	lightgreen	darkgreen
PKNOX1	turquoise	darkgreen
PKNOX2	grey	grey
PKP1	grey	grey
PKP2	turquoise	darkgreen
PKP3	darkorange2	darkgreen
PKP4	turquoise	darkgreen
PLA1A	grey	grey
PLA2G10	grey	grey
PLA2G12A	darkgreen	darkgreen
PLA2G15	tan	darkgreen
PLA2G1B	grey	grey
PLA2G2A	blue	blue
PLA2G2D	violet	brown
PLA2G3	grey	grey
PLA2G4A	grey	grey
PLA2G4C	brown	brown
PLA2G5	blue	blue
PLA2G6	grey60	darkgreen
PLA2G7	brown	brown
PLA2R1	grey	grey
PLAA	darkslateblue	darkslateblue
PLAAT1	grey	grey
PLAAT2	darkmagenta	darkmagenta
PLAAT3	grey	grey
PLAAT4	brown	brown
PLAAT5	grey	grey
PLAC1	grey	grey
PLAC8	brown	brown
PLAC8L1	grey	grey
PLAC9	blue	blue
PLAG1	grey	grey
PLAGL1	lightcyan1	darkgreen
PLAGL2	orange	darkgreen
PLAT	grey	grey
PLAU	blue	blue
PLAUR	brown	brown
PLB1	brown	brown
PLBD1	grey	grey
PLBD2	black	darkgreen
PLCB1	navajowhite2	navajowhite2
PLCB2	brown	brown
PLCB3	darkolivegreen	darkgreen
PLCB4	grey	grey
PLCD1	purple	darkgreen
PLCD3	grey	grey
PLCD4	turquoise	darkgreen
PLCE1	turquoise	darkgreen
PLCG1	orange	darkgreen
PLCG2	tan	darkgreen
PLCH1	grey	grey
PLCH2	grey	grey
PLCL1	grey	grey
PLCL2	brown	brown
PLCXD1	salmon	darkgreen
PLCXD3	blue	blue
PLD1	lightpink4	darkgreen
PLD2	lightyellow	darkgreen
PLD3	darkgrey	darkgrey
PLD4	brown	brown
PLD6	lightyellow	darkgreen
PLEC	lavenderblush3	lavenderblush3
PLEK	brown	brown
PLEK2	brown	brown
PLEKHA1	turquoise	darkgreen
PLEKHA2	turquoise	darkgreen
PLEKHA4	paleturquoise	paleturquoise
PLEKHA5	brown4	brown4
PLEKHA6	grey	grey
PLEKHA7	turquoise	darkgreen
PLEKHA8	turquoise	darkgreen
PLEKHB1	grey	grey
PLEKHB2	turquoise	darkgreen
PLEKHF1	grey	grey
PLEKHF2	plum2	plum2
PLEKHG1	lightcyan1	darkgreen
PLEKHG2	darkgrey	darkgrey
PLEKHG3	turquoise	darkgreen
PLEKHG4B	turquoise	darkgreen
PLEKHG5	pink	darkgreen
PLEKHG6	brown4	brown4
PLEKHH1	greenyellow	darkgreen
PLEKHH2	grey	grey
PLEKHH3	red	red
PLEKHJ1	orangered4	orangered4
PLEKHM1	darkturquoise	darkgreen
PLEKHM2	pink	darkgreen
PLEKHM3	turquoise	darkgreen
PLEKHN1	grey	grey
PLEKHO1	brown	brown
PLEKHO2	brown	brown
PLEKHS1	grey	grey
PLGRKT	darkslateblue	darkslateblue
PLIN1	blue	blue
PLIN2	grey	grey
PLIN3	brown	brown
PLIN4	blue	blue
PLIN5	grey	grey
PLK1	yellow	yellow
PLK2	blue	blue
PLK3	blue	blue
PLK4	darkgreen	darkgreen
PLLP	grey	grey
PLN	blue	blue
PLOD1	pink	darkgreen
PLOD2	blue	blue
PLOD3	turquoise	darkgreen
PLP2	grey	grey
PLPBP	palevioletred3	palevioletred3
PLPP1	blue	blue
PLPP2	grey	grey
PLPP3	turquoise	darkgreen
PLPP4	blue	blue
PLPP5	grey	grey
PLPP6	darkslateblue	darkslateblue
PLPP7	blue	blue
PLPPR2	turquoise	darkgreen
PLPPR3	green	green
PLPPR4	blue	blue
PLRG1	darkgreen	darkgreen
PLS1	sienna3	darkgreen
PLS3	blue	blue
PLSCR1	darkmagenta	darkmagenta
PLSCR3	red	red
PLSCR4	grey	grey
PLTP	grey	grey
PLVAP	blue	blue
PLXDC1	blue	blue
PLXDC2	blue	blue
PLXNA1	turquoise	darkgreen
PLXNA2	turquoise	darkgreen
PLXNA3	turquoise	darkgreen
PLXNA4	grey	grey
PLXNB1	red	red
PLXNB2	grey60	darkgreen
PLXNB3	grey	grey
PLXNC1	brown	brown
PLXND1	brown	brown
PM20D2	maroon	darkgreen
PMAIP1	darkmagenta	darkmagenta
PMEL	grey	grey
PMEPA1	blue	blue
PMF1	grey	grey
PMF1-BGLAP	grey	grey
PML	darkred	darkgreen
PMM1	grey	grey
PMM2	skyblue3	darkgreen
PMP22	blue	blue
PMPCA	lightgreen	darkgreen
PMPCB	turquoise	darkgreen
PMS1	steelblue	darkgreen
PMS2	thistle1	darkgreen
PMVK	grey	grey
PNCK	grey	grey
PNISR	maroon	darkgreen
PNKD	grey	grey
PNKP	paleturquoise	paleturquoise
PNMA1	greenyellow	darkgreen
PNMA2	palevioletred3	palevioletred3
PNMA3	grey	grey
PNMA6A	grey	grey
PNMA8A	paleturquoise	paleturquoise
PNMA8B	lightgreen	darkgreen
PNMT	grey	grey
PNN	steelblue	darkgreen
PNO1	cyan	darkgreen
PNOC	grey	grey
PNP	turquoise	darkgreen
PNPLA2	darkorange2	darkgreen
PNPLA3	grey	grey
PNPLA4	grey	grey
PNPLA6	orangered4	orangered4
PNPLA7	red	red
PNPLA8	turquoise	darkgreen
PNPO	darkturquoise	darkgreen
PNPT1	cyan	darkgreen
PNRC1	maroon	darkgreen
PNRC2	pink	darkgreen
POC1A	yellow	yellow
POC1B	black	darkgreen
POC5	saddlebrown	darkgreen
PODN	blue	blue
PODNL1	blue	blue
PODXL	turquoise	darkgreen
PODXL2	grey	grey
POF1B	grey	grey
POFUT1	orange	darkgreen
POFUT2	turquoise	darkgreen
POGK	turquoise	darkgreen
POGLUT1	sienna3	darkgreen
POGLUT2	blue	blue
POGLUT3	yellowgreen	darkgreen
POGZ	turquoise	darkgreen
POLA1	salmon	darkgreen
POLA2	yellow	yellow
POLB	grey	grey
POLD1	paleturquoise	paleturquoise
POLD2	thistle1	darkgreen
POLD3	darkolivegreen	darkgreen
POLD4	grey	grey
POLDIP2	darkturquoise	darkgreen
POLDIP3	grey60	darkgreen
POLE	black	darkgreen
POLE2	yellow	yellow
POLE3	midnightblue	darkgreen
POLE4	grey	grey
POLG	darkred	darkgreen
POLG2	bisque4	bisque4
POLH	magenta	darkgreen
POLI	honeydew1	darkgreen
POLK	saddlebrown	darkgreen
POLL	floralwhite	darkgreen
POLM	thistle1	darkgreen
POLQ	yellow	yellow
POLR1A	turquoise	darkgreen
POLR1B	turquoise	darkgreen
POLR1C	magenta	darkgreen
POLR1D	grey	grey
POLR1E	darkslateblue	darkslateblue
POLR2A	lightyellow	darkgreen
POLR2B	royalblue	darkgreen
POLR2C	tan	darkgreen
POLR2D	turquoise	darkgreen
POLR2E	orangered4	orangered4
POLR2G	grey	grey
POLR2H	lightpink4	darkgreen
POLR2I	darkgrey	darkgrey
POLR2J	brown	brown
POLR2J3	red	red
POLR2K	plum2	plum2
POLR2L	turquoise	darkgreen
POLR2M	ivory	darkgreen
POLR3A	turquoise	darkgreen
POLR3B	black	darkgreen
POLR3C	turquoise	darkgreen
POLR3D	palevioletred3	palevioletred3
POLR3E	skyblue3	darkgreen
POLR3F	navajowhite2	navajowhite2
POLR3G	saddlebrown	darkgreen
POLR3GL	blue	blue
POLR3H	grey60	darkgreen
POLR3K	lightsteelblue1	lightsteelblue1
POLRMT	orangered4	orangered4
POM121	turquoise	darkgreen
POM121C	turquoise	darkgreen
POMC	grey	grey
POMGNT1	pink	darkgreen
POMGNT2	purple	darkgreen
POMK	turquoise	darkgreen
POMP	grey	grey
POMT1	lightgreen	darkgreen
POMT2	greenyellow	darkgreen
POMZP3	grey	grey
PON1	grey	grey
PON2	grey	grey
PON3	grey	grey
POP1	turquoise	darkgreen
POP4	grey	grey
POP5	black	darkgreen
POP7	brown	brown
POPDC2	blue	blue
POPDC3	grey	grey
POR	grey	grey
PORCN	grey	grey
POSTN	blue	blue
POT1	turquoise	darkgreen
POU2AF1	violet	brown
POU2F1	steelblue	darkgreen
POU2F2	brown	brown
POU2F3	grey	grey
POU5F1	grey	grey
POU6F1	red	red
PPA1	grey	grey
PPA2	darkgreen	darkgreen
PPAN	thistle2	salmon4
PPARA	grey60	darkgreen
PPARD	magenta	darkgreen
PPARG	brown	brown
PPARGC1B	plum1	darkgreen
PPAT	royalblue	darkgreen
PPBP	blue	blue
PPCDC	darkred	darkgreen
PPCS	grey	grey
PPDPF	grey	grey
PPFIA1	darkolivegreen	darkgreen
PPFIA3	grey	grey
PPFIA4	turquoise	darkgreen
PPFIBP1	turquoise	darkgreen
PPFIBP2	grey	grey
PPHLN1	black	darkgreen
PPIA	grey	grey
PPIB	darkred	darkgreen
PPIC	blue	blue
PPID	darkgreen	darkgreen
PPIE	pink	darkgreen
PPIF	grey	grey
PPIG	steelblue	darkgreen
PPIH	grey	grey
PPIL1	magenta	darkgreen
PPIL2	grey60	darkgreen
PPIL3	grey	grey
PPIL4	lightcyan1	darkgreen
PPIL6	green	green
PPIP5K1	red	red
PPIP5K2	saddlebrown	darkgreen
PPL	skyblue3	darkgreen
PPM1A	greenyellow	darkgreen
PPM1B	turquoise	darkgreen
PPM1D	bisque4	bisque4
PPM1F	grey60	darkgreen
PPM1G	cyan	darkgreen
PPM1H	black	darkgreen
PPM1J	grey	grey
PPM1K	darkmagenta	darkmagenta
PPM1L	grey	grey
PPM1M	brown	brown
PPM1N	grey	grey
PPME1	darkolivegreen	darkgreen
PPOX	green	green
PPP1CA	grey	grey
PPP1CB	cyan	darkgreen
PPP1CC	black	darkgreen
PPP1R10	skyblue3	darkgreen
PPP1R11	magenta	darkgreen
PPP1R12A	black	darkgreen
PPP1R12B	blue	blue
PPP1R12C	white	paleturquoise
PPP1R13B	greenyellow	darkgreen
PPP1R13L	paleturquoise	paleturquoise
PPP1R14A	grey	grey
PPP1R14B	grey	grey
PPP1R14C	grey	grey
PPP1R14D	grey	grey
PPP1R15A	blue	blue
PPP1R15B	lightcyan	darkgreen
PPP1R16A	lavenderblush3	lavenderblush3
PPP1R16B	brown	brown
PPP1R18	brown	brown
PPP1R1A	grey	grey
PPP1R1B	blue	blue
PPP1R1C	grey	grey
PPP1R2	lightpink4	darkgreen
PPP1R21	cyan	darkgreen
PPP1R26	lightgreen	darkgreen
PPP1R2B	grey	grey
PPP1R32	green	green
PPP1R35	blue	blue
PPP1R36	grey	grey
PPP1R37	paleturquoise	paleturquoise
PPP1R3B	palevioletred3	palevioletred3
PPP1R3C	blue	blue
PPP1R3D	orange	darkgreen
PPP1R3E	red	red
PPP1R3F	grey	grey
PPP1R3G	grey	grey
PPP1R42	green	green
PPP1R7	grey	grey
PPP1R8	pink	darkgreen
PPP1R9A	steelblue	darkgreen
PPP1R9B	bisque4	bisque4
PPP2CA	plum1	darkgreen
PPP2CB	palevioletred3	palevioletred3
PPP2R1A	white	paleturquoise
PPP2R1B	yellowgreen	darkgreen
PPP2R2A	palevioletred3	palevioletred3
PPP2R2B	grey	grey
PPP2R2C	grey	grey
PPP2R2D	turquoise	darkgreen
PPP2R3A	sienna3	darkgreen
PPP2R3B	salmon	darkgreen
PPP2R3C	greenyellow	darkgreen
PPP2R5A	lightcyan	darkgreen
PPP2R5B	blue	blue
PPP2R5C	greenyellow	darkgreen
PPP2R5D	magenta	darkgreen
PPP2R5E	greenyellow	darkgreen
PPP3CA	darkgreen	darkgreen
PPP3CB	turquoise	darkgreen
PPP3CC	brown	brown
PPP3R1	cyan	darkgreen
PPP4C	skyblue3	darkgreen
PPP4R1	turquoise	darkgreen
PPP4R2	purple	darkgreen
PPP4R3A	greenyellow	darkgreen
PPP4R3B	cyan	darkgreen
PPP5C	paleturquoise	paleturquoise
PPP6C	midnightblue	darkgreen
PPP6R1	white	paleturquoise
PPP6R2	grey60	darkgreen
PPP6R3	darkolivegreen	darkgreen
PPRC1	floralwhite	darkgreen
PPT1	lightyellow	darkgreen
PPT2	magenta	darkgreen
PPTC7	black	darkgreen
PPWD1	saddlebrown	darkgreen
PQBP1	grey	grey
PRADC1	grey	grey
PRAF2	grey	grey
PRAG1	palevioletred3	palevioletred3
PRAM1	brown	brown
PRAME	grey	grey
PRAP1	grey	grey
PRB3	grey	grey
PRC1	yellow	yellow
PRCC	turquoise	darkgreen
PRCP	grey	grey
PRDM1	brown	brown
PRDM10	yellowgreen	darkgreen
PRDM11	turquoise	darkgreen
PRDM15	turquoise	darkgreen
PRDM2	pink	darkgreen
PRDM4	black	darkgreen
PRDM5	grey	grey
PRDM6	blue	blue
PRDM8	blue	blue
PRDX1	grey	grey
PRDX2	thistle2	salmon4
PRDX3	grey	grey
PRDX4	grey	grey
PRDX5	turquoise	darkgreen
PRDX6	grey	grey
PREB	cyan	darkgreen
PRELID1	plum1	darkgreen
PRELID2	grey	grey
PRELID3A	red	red
PRELID3B	orange	darkgreen
PRELP	blue	blue
PREP	maroon	darkgreen
PREPL	cyan	darkgreen
PREX1	turquoise	darkgreen
PREX2	grey	grey
PRF1	violet	brown
PRICKLE1	blue	blue
PRICKLE2	turquoise	darkgreen
PRICKLE3	grey	grey
PRIM1	yellow	yellow
PRIM2	magenta	darkgreen
PRIMA1	grey	grey
PRIMPOL	darkgreen	darkgreen
PRKAA1	turquoise	darkgreen
PRKAA2	grey	grey
PRKAB1	black	darkgreen
PRKAB2	turquoise	darkgreen
PRKACA	salmon4	salmon4
PRKACB	darkturquoise	darkgreen
PRKAG1	black	darkgreen
PRKAG2	darkseagreen4	darkgreen
PRKAR1A	bisque4	bisque4
PRKAR1B	thistle1	darkgreen
PRKAR2A	purple	darkgreen
PRKAR2B	grey	grey
PRKCA	bisque4	bisque4
PRKCB	brown	brown
PRKCD	purple	darkgreen
PRKCE	cyan	darkgreen
PRKCG	grey	grey
PRKCH	brown	brown
PRKCI	lightpink4	darkgreen
PRKCQ	grey	grey
PRKCSH	thistle2	salmon4
PRKCZ	pink	darkgreen
PRKD1	blue	blue
PRKD2	paleturquoise	paleturquoise
PRKD3	cyan	darkgreen
PRKDC	yellow	yellow
PRKG1	blue	blue
PRKG2	grey	grey
PRKN	lightcyan1	darkgreen
PRKRA	steelblue	darkgreen
PRKRIP1	turquoise	darkgreen
PRKX	grey	grey
PRLR	grey	grey
PRMT1	paleturquoise	paleturquoise
PRMT2	turquoise	darkgreen
PRMT3	darkorange2	darkgreen
PRMT5	turquoise	darkgreen
PRMT6	turquoise	darkgreen
PRMT7	tan	darkgreen
PRMT9	darkgreen	darkgreen
PRNP	grey	grey
PROB1	turquoise	darkgreen
PROC	grey	grey
PROCA1	red	red
PROCR	blue	blue
PROK1	blue	blue
PROK2	grey	grey
PROM1	grey	grey
PROM2	grey	grey
PRORP	greenyellow	darkgreen
PROS1	blue	blue
PROSER1	skyblue	darkgreen
PROSER2	grey	grey
PROSER3	darkgrey	darkgrey
PRPF18	yellow	yellow
PRPF19	darkolivegreen	darkgreen
PRPF3	turquoise	darkgreen
PRPF31	white	paleturquoise
PRPF38A	turquoise	darkgreen
PRPF38B	steelblue	darkgreen
PRPF39	greenyellow	darkgreen
PRPF4	midnightblue	darkgreen
PRPF40A	steelblue	darkgreen
PRPF40B	turquoise	darkgreen
PRPF4B	magenta	darkgreen
PRPF6	orange	darkgreen
PRPF8	lightyellow	darkgreen
PRPH	grey	grey
PRPH2	blue	blue
PRPS1	salmon	darkgreen
PRPS2	grey	grey
PRPSAP1	mediumpurple3	bisque4
PRPSAP2	lightyellow	darkgreen
PRR11	yellow	yellow
PRR12	paleturquoise	paleturquoise
PRR13	grey	grey
PRR14	skyblue3	darkgreen
PRR14L	grey60	darkgreen
PRR15	grey	grey
PRR15L	grey	grey
PRR16	blue	blue
PRR18	green	green
PRR19	paleturquoise	paleturquoise
PRR22	red	red
PRR29	green	green
PRR3	magenta	darkgreen
PRR36	orangered4	orangered4
PRR4	red	red
PRR5	grey	grey
PRR5L	grey	grey
PRR7	grey	grey
PRRC1	saddlebrown	darkgreen
PRRC2A	magenta	darkgreen
PRRC2B	lightgreen	darkgreen
PRRC2C	turquoise	darkgreen
PRRG1	grey	grey
PRRG2	grey	grey
PRRG3	blue	blue
PRRG4	darkmagenta	darkmagenta
PRRT1	magenta	darkgreen
PRRT2	red	red
PRRT3	purple	darkgreen
PRRX1	blue	blue
PRRX2	grey	grey
PRSS1	grey	grey
PRSS12	grey	grey
PRSS16	grey	grey
PRSS2	grey	grey
PRSS21	grey	grey
PRSS22	grey	grey
PRSS23	blue	blue
PRSS27	grey	grey
PRSS3	grey	grey
PRSS33	grey	grey
PRSS35	blue	blue
PRSS36	grey	grey
PRSS45P	grey	grey
PRSS51	grey	grey
PRSS8	grey	grey
PRTFDC1	yellow	yellow
PRUNE1	turquoise	darkgreen
PRUNE2	grey	grey
PRX	darkgrey	darkgrey
PRXL2A	grey	grey
PRXL2B	pink	darkgreen
PRXL2C	darkmagenta	darkmagenta
PSAP	brown	brown
PSAT1	grey	grey
PSCA	grey	grey
PSD	grey	grey
PSD2	grey	grey
PSD3	turquoise	darkgreen
PSD4	turquoise	darkgreen
PSEN1	greenyellow	darkgreen
PSEN2	lightcyan	darkgreen
PSENEN	darkgrey	darkgrey
PSIP1	darkslateblue	darkslateblue
PSKH1	tan	darkgreen
PSMA1	darkorange2	darkgreen
PSMA2	turquoise	darkgreen
PSMA3	grey	grey
PSMA4	darkred	darkgreen
PSMA5	grey	grey
PSMA6	greenyellow	darkgreen
PSMA7	orange	darkgreen
PSMB1	lightcyan1	darkgreen
PSMB10	brown	brown
PSMB2	grey	grey
PSMB3	grey	grey
PSMB4	grey	grey
PSMB5	grey	grey
PSMB6	grey	grey
PSMB7	midnightblue	darkgreen
PSMB8	violet	brown
PSMB9	violet	brown
PSMC1	greenyellow	darkgreen
PSMC2	turquoise	darkgreen
PSMC3	yellow	yellow
PSMC3IP	yellow	yellow
PSMC4	darkgrey	darkgrey
PSMC5	bisque4	bisque4
PSMC6	greenyellow	darkgreen
PSMD1	turquoise	darkgreen
PSMD10	salmon	darkgreen
PSMD11	darkturquoise	darkgreen
PSMD12	bisque4	bisque4
PSMD13	darkorange2	darkgreen
PSMD14	yellow	yellow
PSMD2	lightpink4	darkgreen
PSMD3	darkturquoise	darkgreen
PSMD4	grey	grey
PSMD5	midnightblue	darkgreen
PSMD6	purple	darkgreen
PSMD7	tan	darkgreen
PSMD8	darkgrey	darkgrey
PSMD9	black	darkgreen
PSME1	darkmagenta	darkmagenta
PSME2	darkmagenta	darkmagenta
PSME3	darkturquoise	darkgreen
PSME4	turquoise	darkgreen
PSMF1	navajowhite2	navajowhite2
PSMG1	grey	grey
PSMG2	grey	grey
PSMG3	grey	grey
PSMG4	grey	grey
PSORS1C1	grey	grey
PSORS1C2	grey	grey
PSPC1	skyblue	darkgreen
PSPH	grey	grey
PSPN	orangered4	orangered4
PSRC1	yellow	yellow
PSTK	grey	grey
PSTPIP1	brown	brown
PSTPIP2	brown	brown
PTAFR	brown	brown
PTAR1	midnightblue	darkgreen
PTBP1	turquoise	darkgreen
PTBP2	grey	grey
PTBP3	midnightblue	darkgreen
PTCD2	saddlebrown	darkgreen
PTCD3	cyan	darkgreen
PTCH1	turquoise	darkgreen
PTCH2	grey	grey
PTDSS1	plum2	plum2
PTDSS2	darkorange2	darkgreen
PTEN	floralwhite	darkgreen
PTER	grey	grey
PTGDS	grey	grey
PTGER1	grey	grey
PTGER2	brown	brown
PTGER3	blue	blue
PTGER4	brown	brown
PTGES	grey	grey
PTGES2	lightgreen	darkgreen
PTGES3	black	darkgreen
PTGFRN	turquoise	darkgreen
PTGIR	blue	blue
PTGIS	blue	blue
PTGR1	midnightblue	darkgreen
PTGR2	grey	grey
PTGS1	grey	grey
PTGS2	blue	blue
PTH1R	blue	blue
PTH2R	grey	grey
PTHLH	blue	blue
PTK2	lavenderblush3	lavenderblush3
PTK2B	brown	brown
PTK6	grey	grey
PTK7	magenta	darkgreen
PTMA	grey	grey
PTMS	brown4	brown4
PTN	grey	grey
PTOV1	paleturquoise	paleturquoise
PTP4A1	magenta	darkgreen
PTP4A2	pink	darkgreen
PTP4A3	lavenderblush3	lavenderblush3
PTPA	lightgreen	darkgreen
PTPDC1	midnightblue	darkgreen
PTPMT1	grey	grey
PTPN1	orange	darkgreen
PTPN11	black	darkgreen
PTPN12	turquoise	darkgreen
PTPN13	grey	grey
PTPN14	turquoise	darkgreen
PTPN18	turquoise	darkgreen
PTPN2	turquoise	darkgreen
PTPN20	grey	grey
PTPN21	greenyellow	darkgreen
PTPN22	brown	brown
PTPN23	purple	darkgreen
PTPN3	midnightblue	darkgreen
PTPN4	turquoise	darkgreen
PTPN6	brown	brown
PTPN7	brown	brown
PTPN9	darkred	darkgreen
PTPRA	navajowhite2	navajowhite2
PTPRB	blue	blue
PTPRC	brown	brown
PTPRD	blue	blue
PTPRE	brown	brown
PTPRF	pink	darkgreen
PTPRG	turquoise	darkgreen
PTPRH	grey	grey
PTPRJ	turquoise	darkgreen
PTPRK	lightcyan1	darkgreen
PTPRM	turquoise	darkgreen
PTPRN2	grey	grey
PTPRO	brown	brown
PTPRR	grey	grey
PTPRS	orangered4	orangered4
PTPRU	turquoise	darkgreen
PTRH2	bisque4	bisque4
PTRHD1	brown	brown
PTS	grey	grey
PTTG1	yellow	yellow
PTTG1IP	turquoise	darkgreen
PTX3	grey	grey
PUDP	grey	grey
PUF60	lavenderblush3	lavenderblush3
PUM1	pink	darkgreen
PUM2	cyan	darkgreen
PUM3	darkslateblue	darkslateblue
PURA	plum1	darkgreen
PURB	thistle1	darkgreen
PUS1	black	darkgreen
PUS10	cyan	darkgreen
PUS3	yellowgreen	darkgreen
PUS7	turquoise	darkgreen
PUS7L	black	darkgreen
PUSL1	pink	darkgreen
PVALB	blue	blue
PVR	paleturquoise	paleturquoise
PVRIG	red	red
PWP1	black	darkgreen
PWP2	grey	grey
PWWP2A	plum1	darkgreen
PWWP2B	turquoise	darkgreen
PWWP3A	orangered4	orangered4
PWWP3B	blue	blue
